0,1,2
1.72,7.632500000909204e-07,1453.9579967689822
1.72,7.387857294816058e-07,210705.957996769
1.72,7.090000053722179e-07,419542.957996769
1.72,6.78892831729172e-07,628375.957996769
1.72,6.579642786164186e-07,837833.957996769
